text,sentiment
gots a headache now,negative
good morning twitterworld!  slept too less..,negative
is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,positive
The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change,negative
 Cool show last night had me in fits,positive
I only have one day left in school  My 16th is approaching,neutral
 Thanks for that,positive
 0k...enjoy Dora the Explorer..  greetings to your niece!!,positive
 why isnt everyone with you?,neutral
"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",positive
missing  on his birthday,negative
" Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!",positive
Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,neutral
ATL to NJ....almost home,neutral
"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",positive
 Nice...I`d like to be there...but it`s too far...  I`m from Brazil... kisses and have a nice day!!!,positive
 I`m with ya....  doesn`t  follow me either,neutral
I wish i could sleep past four a.m. on my nights off  good morning!,positive
new guitar hero metallica guitar is already broken  #fail,negative
 Haha you`re welcome! I was honestly going crazy too. Have a great night as well,positive
"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",positive
Why must Jay Leno leave his own show,neutral
Gettin my cardio on right now. Walkin to the train station awww I so miss the gym,negative
just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,positive
i don`t know what i`m doing  i feel so empty LOLLL cheesy but true :/,negative
Phone power is dying!,neutral
 good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,positive
Geesh 5 days straight (he`s not the boy-nside joint) LOL .....headed with  and then go c BF,neutral
Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!,positive
 Want to learn how to make flowers????,neutral
"I`ve done nothing today apart from moan,whinge,moan",negative
 lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,neutral
_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,neutral
 but lorraine kelly is a sexy mama!,positive
 wish i was rollin with ya,positive
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,negative
 I think we could be related,neutral
sighs. where`s my candy,negative
"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",positive
bali!! can wait for it,neutral
_127 glad you got a laugh out of it,positive
I gots a Pandora bracelet for my birthdaaaay,neutral
 IKR?! My mom got it for me a birthday a few years ago. Tis the best,positive
i feel like watching a disney movie...too bad we dont have a vcr anymore,negative
my last full week of school!,neutral
"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off.",negative
" thankyou sugaaar  btw I`ll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya",positive
had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,positive
 drive safe Linz... Give us some pit stop updates on where you are,neutral
" total tv quote, not sure if u would know it",neutral
Was eating a tomato and it squirted all over me.,negative
I think Ive buggered up my mobile  ack. I am a stubborn **** and refuse to get a new one.,negative
"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch",negative
 Bye!! Great meeting you!,positive
i gots a summer job,neutral
 I`m so sorry!! I hope she`s ok  ****,neutral
http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via ,neutral
A friend is someone who will help you move. A real friend is someone who will help you move a body,positive
  but then you won`t see Her hotness much either,neutral
aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lol,positive
" Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)",positive
" haha, it`s okay to be different!",neutral
" I asked mum bout going out tommorow, she laughed in my face lmao",negative
"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  http://tinyurl.com/nl6pct",negative
I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready,negative
" Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !",neutral
 ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,neutral
 you should come over before friday and teach me how,neutral
Omigoodness I feel like a popsicle,positive
goodmorning !,positive
It`s too hot.  I don`t like it.,negative
just fought with my printer...after 2 hours i claim victory... i hate electronics,negative
is chatting to one of her besties.,neutral
Eminem`s new song 'Beautiful' is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,positive
"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral
 I want to hit that,neutral
 Where were you on Wed night?,neutral
" Nice skillz Nick  x love always, Marjorie & Jemimah. Sydney, Australia.",positive
"I like this bride`s sense of humor, she wore this wedding gown once...by accident!  http://bit.ly/Tnshf",positive
Nothings better than having to take a cold shower in the morning,positive
 she could have been a lost dog  poor girl,negative
 Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo,neutral
"Do me a favour, tell me what you think about me",neutral
 whoa!! hahaha! wee going there in a bit! just watching Hugh Jackman`s interview at Oprah.,positive
My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,negative
_sm I`ll have a look. Do you live in the centre of Glasgow? I was born on Bellshill & grew up in Bothwell. I miss Tunnocks pies,negative
" I`m sorry, that stinks.",negative
 It`s kind of like your birthday is 3-days long!,neutral
is wishing she would get more followers,positive
I almost lost you again phone  silly indy,negative
social was fun. Swam in the water in my boxers,positive
macs ftw btw. .just because.. and if you`re still using the grandaddy pc`s you lost at life.. jp  (..not really..),neutral
Had a great night! Tomorrow is mothers day,positive
ACK! Ghost Whisperer isn`t on!   **** network`s lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),neutral
One is not supposed to have a headache on a Friday. That`s just not right.,negative
Sittin through this boring **** conference call... Then i get to go home n nap *{missin  alot  }*,negative
 that`s such a long time from now,neutral
 its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch & WINE!,negative
"_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!",positive
"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",negative
long weekend is over... looking forward to end of May then,positive
"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$",negative
J Ross you can`t leave the killers still singing and run the titles - you should have been edited out for more music - happy - not,negative
 How`s your dog?,neutral
nothings really going *well*...however currently theres nothing else to look forward to so may aswel make the best of it,neutral
" Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it`s a good environment.",neutral
"is upset, I left my phone at home again",negative
Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://vur.me/megainternetwealth/megaredpacket,neutral
"So, no yarn arriving until Monday and I don`t even know what`s in this shipment.  I have nothing to dye.    Now what?",negative
_carter Vid is marked private..,neutral
 This is what pundits are paid for...how will TV channels and websites run otherwise,neutral
real stressed,negative
getting ready for summy yummy cocoa crispies,neutral
 Ready! Its raining in Miami though  Go Cavs right?,neutral
at school. Rusty just put Oh It Is Love on my ipod. awh,positive
_nash Ba-dum-tish!  You win,positive
 I know exactly what you mean. My treats are more `awhile` than `once in`,neutral
" Wish could, but riding a tour from Chicago back to Iowa.",neutral
Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes,negative
Bank holiday in London! woohoo,neutral
is very disappointed that cadbury chocolate blocks got smaller,negative
Just finished studying for Abnormal Psychology. Eek. I still have two more days. I`ll do more than fine,negative
 He`s been doing my makeup for YEARS... long before Tyra stole him away from us.,negative
"dont look at my toes... put shoes on, then painted big toe!",neutral
_ho Yay you can eat proper food now!,positive
so much for an amazing day...some pervert just ruined it,negative
"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde ****",positive
"... And, I was the only person who stood up for them. The world is full if spineless ****. This makes me sad",negative
Zac Brown is in Virginia Beach and I`ll be in NoVA,neutral
http://bit.ly/ZGuQP  What would happen if the Bees died?,neutral
I hate being young,negative
" Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female.",positive
Seems like everyone I know is asking for computer help...   kill me now,negative
Can`t sleep and nothings on tv!!,negative
"too much good food on this Mother`s Day. not that i`m complaining! Seafood, durian puffs and macarons! yum!",positive
 I think i`m falling in love with you!!  **** #iloveyou,positive
my attempt to sync facebook and twitter seems to have failed,negative
Had a lovely Mothers Day,positive
shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,neutral
Brand new is playing at the epicenter in July when I`m in NY. Jesse lacey why do you hate me?,negative
my little sister told me i have a double chin  aww,neutral
 is it a worldwide number? caause for some reason my phone wont dial the number,neutral
"is now following Chester Bennington, awesome!",positive
Just saw G.O.D perform I love you I thank you by MC Mong.,positive
 not yet. I save the pages to read for when I travel,neutral
 lol i hope i find someone to give me one too! lol,neutral
 I wish they replied to us. July will be utterly amazing!,positive
Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,negative
" daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",neutral
Head is throbbing from lack of sleep and still have mucho work. Doesn`t feel like a Friday,negative
on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,neutral
Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,negative
 ohh and Coffee Break is my fave too! they rock!! LOL,positive
 Defo can`t wait we will have a nice afternoon and some music,positive
i feel extremely depressed right now.,negative
50 is sooo much better than 65  my biology score`s so bad.,neutral
i love his nose kisses,positive
Not good news  Time for an incredibly hard decision.,negative
"  Jane Austen`s books!,    Pride and Prejudice & Emma are great!!, Also  Northanger Abbey!",positive
 so how`s the new gphone?! I guess I should have signed up to go to google io after all,neutral
Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,neutral
...just waiting to get picked up at the train station by my bro and then off to the gym. Can`t believe I bumped someone last night,neutral
 yes,neutral
   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,neutral
 you can do it,positive
 omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,negative
My picture won`t update.,neutral
" I don`t even want to know WHY you know about VHEMT, but don`t go - we`d miss you",negative
So tired,neutral
i want Van Basten to b the milan manager !!!,neutral
Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!,negative
Heart To Heart Mom To Mom Open Talk Mom  http://bit.ly/kn3Mp,neutral
 I have to use the bathroom,neutral
I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,neutral
" but ... but it`s michael bay ...*sigh* i`m sorry, love - didn`t know you felt that way about it   XD",negative
Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,negative
  I want to go to the pub. Boooo.,negative
 did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,positive
" Haha, she`s up here to stay, it`s nearly 2 hours on the coach for her to get here, may not be convenient for an hour of TV!",negative
headache boo,negative
" Same here, having a nice, quiet Sunday",positive
 anyday! I hate living here!,negative
quick catch up on missed Neighbours ... poor Libby,negative
 Haha no. I just connected my phone to my wifi.,neutral
// sounders game tomorrow! and mother`s day,neutral
" Lol - we`re like polar opposites, Ben! Maybe that`s why we get on so well",positive
putting up a half naked dougie poster  i love sugar`s ladmag,positive
happy mothers day!  <3,positive
 have a awesome day at school!!!,positive
All alone at home.....,neutral
" ran 5 miles, went to the gym & woke up Ur great kids....dependable Danny  hope it has been great already",positive
I may have come down with something; we`re almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya,negative
 star wars ............ is **** BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL,negative
 it`s not.,neutral
A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh,positive
 i cant even call a **** man  **** on bogus ****. yah digg?,neutral
caught up on emails for my research project.  yay for labels and search in #gmail.  much easier,positive
 also just spoke to my <3...              ÃÂ¯ÃÂ¿ÃÂ½tearÃÂ¯ÃÂ¿ÃÂ½,positive
 glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,positive
'I think you should know this. He`s going to break up with you. And I just had to tell you. I`m sorry. I know you love him.',negative
" I love old school horror movies more, I got Elvira tattooed on my back",positive
Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,positive
OMG... Folding my laundry and matched ALL socks to its perfect pair!  Good laundry folding day it is,positive
 oh yes. There was no feasts left,neutral
 Nice we didn`t see the fireworks but we sure heard `em,positive
How do you forgive yourself for hurting the one you love the most?,negative
_shaw night babe,neutral
"_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte",neutral
guess im staying home tonight...no movie-ing for me,neutral
going to bed.   goodnight,positive
 hahaha thaanks!  iÃÂ¯ÃÂ¿ÃÂ½m from brazil!,positive
i am ****...**** you lucas at your czech republic beer that tastes like heaven in a bottle!! Your amazing,neutral
"Didn`t win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.",positive
Is youtube not working properly for anyone else? I can`t watch videos because they keep failing to load,neutral
says numbers are all good - all that`s left is the white blood cell count.  http://plurk.com/p/rqo8q,positive
Searching for Dr. Scholl`s sandal inserts for men. It seems they only make them for women,neutral
" nope no idea, I`ve registered, so far no response",neutral
own 2nit but i cant go.,negative
 Pineapple rocks bud,positive
**** traffic. Going to be late!,negative
 I feel sorry for your nails. lol... I feel fine thank you,neutral
"Lady across the way had a miscarriage, say a prayer",neutral
"  The website I`m developing - http://woo.sh lets you also share Videos, documents, maps and events - Later music too",neutral
going to the doctors,neutral
 Ahhhh....  The the wonderful 8-Track adaptor.,positive
"Im free at last, tomorrow I get to remember what Sundays look like",positive
" im good thanks, may need you`re advice soon as im playing with a new font of my own",positive
 ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. http://bit.ly/VMv6U,neutral
"I`m bored... Don`t want to stay home tonight, but don`t want to spend money  blah",negative
" thanks clair, I haven`t watched it yet.",positive
" lady in the water is pure bs, but i remember enjoying his other films.",neutral
Watching Ace of Cakes: LOST edition omfgggg,neutral
falling asleep and waking to gun shots arent fun,negative
 I wish y`all...unfortunately I won`t be able to make it...gotta work my 2nd gig today,negative
not in the mood crazii crazii highly upset now with everything & everybody,negative
i now know that we`ve made a difference in each others lives...i feel proud.,positive
" thanks, I found it already",positive
 That sounds good,positive
" oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta",positive
 awesome! I am at 1505 west lake street: right across from the dunn brothers on lake,positive
I`m twitterring and facebook-ing and blogging and myspac-ing and bullshitting,neutral
 how about a new article on finding your YouTube channel stats in your Google Analytics account? Can`t find it,neutral
" don`t wait on Red, could be ages. I know what you mean, though. Really looking for a new job",neutral
Kinda bummed that I`m gonna miss `s return to BG. Now I`ll never know what it`s like to make love to _gunn.,negative
Just talked to `s cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged,neutral
 i honestly hope the theatre gets hit by a meteor before you get there,negative
Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,neutral
 Go log in to your myspace page.,neutral
contemplating borrowing one of my moms dogs just for today..i want to take care of someone.,positive
 hi eric I hope your having a beautiful Saturday,positive
 I just watched that episode again last night.,neutral
 do you remember my spok-5?,neutral
Is off to get some dinner,neutral
"exhausted, but forced into attending a lock-in",negative
" sorry again, I don`t have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.",negative
"_01 here is winter, but not snow",neutral
Bella doesn`t love me no more,negative
is thinking today will be a longg day!,neutral
 you are one of my favorite musicians/artists ever!! Please keep up the great work John,positive
"OK crowdsourcing failed,",negative
" too early ,,, I`ll spill my corn flakes",neutral
I swear its so hot I dont want to leave my house  Is it hot where your at?,negative
Waiting in a long line at chick-fil-a,neutral
" Aww, thanks!",positive
" I didn`t say I met *all* the awesomest people, just a bunch of them.",positive
" and aww and HEEE. nicely done, your weekend guest! *approves a lot*",positive
wish i was home in time for the #jonaswebcast today,positive
pilot to co-pilot baby we burnin` up   /i cannot stress how much this line works.,negative
 That`s how it was for me in March...it came sooo slow..then it was over in a heartbeat,negative
Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit,negative
One interlock down one to go,neutral
Is a hot hell of a mess. I wish i would have gone to arlington for zeta!,neutral
    hope all is ok.,positive
fun times. just broke my usb stick.. like literally broke it..,positive
 go with firefox,neutral
" still a bit of a warning signal in my head saying: 'you want yesterday`s headache back? ok, get yourself a coffee then, quick!'",negative
http://twitpic.com/67kvt - my bestie leah  havent seen her in so long,neutral
 slice you up a treat?,neutral
i am bored. :| any idea`s of a nice site?,neutral
My tomato soup tastes like red peppers,neutral
 The least I can do for you is re-tweet it when it`s ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,neutral
 That`s better than Missy 8 telling me I should be on The Biggest Loser,positive
" so which one are you The Good, The Bad or The Ugly",neutral
 AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!,negative
" Alright, sorry. But I think you should go anyways",negative
"For the record, john mayer is freaking cool.",positive
Morning all  and its a lovely day at last,positive
 What!?!?! I can`t believe I had to find out this way...don`t you ppl contact family first??!!? I`m so sad!  Who was it?!?1,negative
 i bet so,neutral
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancerfree",neutral
" Thanks, the more, the merrier",positive
I just banged my elbow and its bleeding  owwiee,negative
rainy season-- here it comes!,neutral
http://twitpic.com/676tn - Home Sweet Home... I didn`t have a picnic blanket though,neutral
  Mine are older than yours.,neutral
I want some candy!!!,neutral
" just nothing perfect in life, darn it!",negative
why am i awake?,neutral
 POOOOOOOOR SHEEEEP!!!,negative
maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn`t resist),neutral
omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,neutral
"Well I guess I`m not heading out to LA this weekend, Doubt I`ll get to go to the PS Blog Meet and Greet",neutral
 Your welcome.,positive
 Thanks for the follow man,positive
"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.",neutral
Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,positive
Sitting at the Audi Joburg fashion week casting. So many lanky people in one place! Almost 100. Lol. Good luck to everyone  ****,positive
It`s after midnight & I hear the shower calling me- Technically it`s not twice in one day since it`s morning-- I`m not very 'green'.,neutral
 haha iya  starting to tweet again krn mitzy baru ber-tweeter jg Nit.,neutral
 I`m glad  you def needed a pick me up!  drama free!,positive
the boys didn`t finish their tacos so now I`m eating them happily,positive
  awww lol yh it is worth it-  mcfly are worth it 2  eekk,positive
 not good you`re not comin close to where i love on tour,neutral
"gor i am soo bored, man i don`t think i could get any more bored",negative
 Lol Only if you make me that cookie.  I`ll hit you up.,negative
" i`m a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",positive
I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,positive
A 35 minutos... Split-up.,neutral
 yeeeeeessss I can`t wait! Too bad I can`t drink,negative
wants everyone to know he`s off to watch Cypher... again,neutral
I wish I could be AT work as opposed to being wit the kids cuz it`s the hardest job eva,negative
mint choc ice cream whilst studying.....now thats good,positive
my teeshirt is faaar too small for me but i like it too much to stop wearing it,positive
i`m varnishing my nails baby-blue now...,neutral
back home in palmdale. in bed with my mommy,neutral
 I can`t believe this! Did they give you any reason?,neutral
Finally back from the stupid holiday ! Missing the fit bar men though,negative
On the way to home,neutral
"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me",positive
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",positive
Coffee in hand and sun shining in my window.  Hope everyone`s having a great Monday morning so far! #monday - MR,positive
 I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,negative
 Ahhhh \you are soo smart  Thanks for this schooling of thoughts,positive
fun in the sun hmmm hell no it`s cold,neutral
" I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",negative
 yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,negative
 good luck with the pump!,positive
I am sitting here taking a little break and trying to recharge so I can continue housework,positive
 ahaha i know. but now i can`t do anything over the weekend,negative
" Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this.",positive
Bus stuck in traffic; gonna be late,negative
" i heard one of your songs, and you have an amazing voice  i was stunned",positive
"Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&#.. http://tinyurl.com/d7jvop",neutral
i hate rain and people.,negative
Europe bound,neutral
just waking up...ahh i have a headache,negative
 Be my guest !,neutral
"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.",negative
Good morning tweeps! I have a feeling I won`t be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,positive
 Yup is ace film tho,neutral
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",negative
he keeps makingfun of my typos!,neutral
On my way to see diplo with my girl kathryn at smartbar!,neutral
"  Ugh, you people and your fancy trips to Italy while I`m slaving away at this computer.",negative
 morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,neutral
 fun who did you go with??? Another park no invite!  LOL,neutral
 I wish I could get twitter to upload my background of M,neutral
wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,neutral
http://twitpic.com/4wt8a - pretty **** good friday night,positive
 your not following me  it won`t let me dm,neutral
"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",negative
arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,negative
 oo never played it  thats so good that u like 2 play games most females dont like too,positive
Ready to crash!...had a great day and a FUN night! I couldn`t ask for anything more  Night!,positive
 ?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!,positive
Awe i feel so left out,negative
 He`s my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,negative
" I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",positive
. Well gotdamn girl!!! I dont know what else!!!!  I`m sleepy again! Grrr,neutral
And gadget show today  Can today be any better?,neutral
 srry can`t go paintballing tonight  and there are no good movies out,negative
 oh well   Its great to see the canadian math trades getting bigger though.,positive
"What have you done for Mother`s Day?'*people who are a day behind us*'what will you be doing?' I took my Mom to Starbucks, she enjoyed it",positive
Sooo much work so little time,negative
today something amazing happened...I fell in love with coupons!,positive
"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",positive
 was jst out there wednesday,neutral
 til the next asaran,neutral
  also check out  and   2 other wonderful causes that need our help,neutral
 Just checked the diary and it clashes with uSwitch.net beers,neutral
" yeah I`d just uploaded 20 pics & positioned them just right, then `poof` gone, before I could save",neutral
I just got a twitter account,neutral
" oh dear. (I`m sorry, but i laughed  )",negative
"simple recipe for creamy spaghetti with bacon, corn, mushrooms and peppers  http://bit.ly/KtfBR",neutral
Omfg.lmao.lassetti was right... those bangs did look bad.  lmao,neutral
live now! but nobodys there!,neutral
 oooh really haha have they said anything about it yet!? i`ll suggest the idea on twitter if you want/havent already,positive
" And how!  It`s already been 1 year, it`ll be WWDC 2010 before you know it.",neutral
  If you don`t want to come then don`t come. JEEEEEZ.,negative
"Paul Scanlon sharing from God`s Word this morning, he`s sounding a bit hoarse perhaps a touch of *#cold*? It won`t hold our Pastor back",neutral
Now i`m fully awake,neutral
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,negative
 nice have fun....Although you cant not have fun lol,neutral
Tried Nokia`s Ovi music store: 'Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system',neutral
Oh no!  Nighty night.,neutral
 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me,neutral
 ohhh. hm. I don`t want to screw mine up,neutral
" aw, sure thing  their in my thoughts and prayers.",neutral
is looking forward to spending time with Mom today,positive
 my film didn`t come out  the camera was broken. lamesauce.,negative
 but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,negative
Feeling sick at stomach today,negative
"off to JFK (again), should be in texas soon.",neutral
Happy Mother`s Day to all the Mothers! Especially mine!  Enjoy ya day mothers!,positive
Football session after this.fun,positive
 They are great friends of mine. I`ll let you know when they are playing next and you can come along and do whatever you like,positive
Am listening to Darren Hayes`s Spin. Am talkin to my wacky friend who`s going insane. I ain`t at all tired and I`m messed up bout things.,negative
"good moring  gonna take a shower, fix my hair and then Im going out .",positive
i just wanna say happy mother`s day to all the mommy`s out there,positive
 i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,positive
 like the name  what kind did you get?,neutral
_always3 okay well thank you you are so beautiful too,positive
" already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",negative
Happy Mother`s Day to all my twitter moms (including myself),positive
"has to be in cockermouth for 8:45 tomorrow morning, jesus christ i want sleep",neutral
Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j,negative
"I mean, I`m just figuring out how to work it all",neutral
So its my bday weekend and **** is already headed south...might have to drive to atl tonight,negative
 I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,positive
http://bit.ly/PenQl  I`ve added a new icon to the feedicon database  Have some fun with it!,positive
wants to go the the vintage paper show but no one will accompany her,negative
 It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You`re brave.)    Hope you have a great time!,positive
Going to workout + swin... fun,positive
 followed your bro _Vet,neutral
has a face mask on. hehe,neutral
 nice one,positive
" Do you know if you text to 40404, it`ll go to your twitter after you set it up with the settings.  And FB posts - text to 32665.",neutral
 Yeah I guess he does sound a bit odd `cause he`s saying really quickly,neutral
RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i`m gonna melt. **** it`s cold. freakin cold.  brrrrrr,negative
  I wish I knew..  Trying to figure something out here too,positive
 then you must insist you write essays the twitter way - no more than 140 characters,neutral
"boopboopboop. still talking to ashley & brittany.  i`ve been talking to ashley for forever, and our convo still goes places. we`re awesome",positive
jake thomas looks so precious :`( i hate when they say 'there it is i see the white light' in every ghost whisperer show,neutral
Happy Star Wars Day? OHHHH...now I get it. May the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,neutral
Back from AOT last lec.. Alot of question marks on my head.. But thank God for all the tips.. Should be able to pull tru,positive
i dont have my iphone until maybe next week!,neutral
 What were you doing up at that time??,neutral
i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent ,positive
 Wahoo! Thanks for the mention to others!,positive
hey Twitters,neutral
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,neutral
I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,positive
_girl - Bummer...mail came but package didn`t,negative
" that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that",positive
A thursday. Is that REALLY necessary  ? Have u ever heard of school and horrible mums,negative
 apparently were not as good as the Brazillians tho`,negative
"Yep, lost my bet to chris",negative
 is a lumberjack  http://twitpic.com/4wqe8,neutral
 I`ve missed one this year(!). It`s the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,negative
 Kennedy was re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.,negative
